x-axis,1,2,3
second,Volt,Volt,Volt
-16.600E-03,+1.568750E+00,+2.625000E+00,+2.568250E+00
-16.500E-03,+1.225000E+00,+2.375000E+00,+2.193250E+00
-16.400E-03,+850.000E-03,+1.937500E+00,+1.662000E+00
-16.300E-03,+568.750E-03,+1.406250E+00,+1.099500E+00
-16.200E-03,+443.750E-03,+875.000E-03,+599.500E-03
-16.100E-03,+537.500E-03,+468.750E-03,+287.000E-03
-16.000E-03,+725.000E-03,+187.500E-03,+130.750E-03
-15.900E-03,+1.037500E+00,+156.250E-03,+224.500E-03
-15.800E-03,+1.412500E+00,+312.500E-03,+443.250E-03
-15.700E-03,+1.756250E+00,+625.000E-03,+912.000E-03
-15.600E-03,+2.100000E+00,+1.062500E+00,+1.474500E+00
-15.500E-03,+2.318750E+00,+1.625000E+00,+2.037000E+00
-15.400E-03,+2.318750E+00,+2.156250E+00,+2.443250E+00
-15.300E-03,+2.225000E+00,+2.531250E+00,+2.724500E+00
-15.200E-03,+1.912500E+00,+2.718750E+00,+2.787000E+00
-15.100E-03,+1.600000E+00,+2.687500E+00,+2.662000E+00
-15.000E-03,+1.225000E+00,+2.468750E+00,+2.224500E+00
-14.900E-03,+850.000E-03,+2.031250E+00,+1.755750E+00
-14.800E-03,+568.750E-03,+1.531250E+00,+1.193250E+00
-14.700E-03,+475.000E-03,+968.750E-03,+662.000E-03
-14.600E-03,+537.500E-03,+500.000E-03,+287.000E-03
-14.500E-03,+787.500E-03,+218.750E-03,+99.500E-03
-14.400E-03,+1.100000E+00,+187.500E-03,+255.750E-03
-14.300E-03,+1.475000E+00,+281.250E-03,+505.750E-03
-14.200E-03,+1.881250E+00,+656.250E-03,+974.500E-03
-14.100E-03,+2.162500E+00,+1.125000E+00,+1.537000E+00
-14.000E-03,+2.318750E+00,+1.718750E+00,+2.068250E+00
-13.900E-03,+2.350000E+00,+2.187500E+00,+2.568250E+00
-13.800E-03,+2.100000E+00,+2.562500E+00,+2.818250E+00
-13.700E-03,+1.787500E+00,+2.718750E+00,+2.849500E+00
-13.600E-03,+1.443750E+00,+2.625000E+00,+2.505750E+00
-13.500E-03,+1.068750E+00,+2.375000E+00,+2.068250E+00
-13.400E-03,+693.750E-03,+1.875000E+00,+1.568250E+00
-13.300E-03,+537.500E-03,+1.281250E+00,+943.250E-03
-13.200E-03,+506.250E-03,+781.250E-03,+474.500E-03
-13.100E-03,+662.500E-03,+375.000E-03,+130.750E-03
-13.000E-03,+975.000E-03,+187.500E-03,+130.750E-03
-12.900E-03,+1.381250E+00,+187.500E-03,+318.250E-03
-12.800E-03,+1.756250E+00,+468.750E-03,+724.500E-03
-12.700E-03,+2.068750E+00,+906.250E-03,+1.255750E+00
-12.600E-03,+2.256250E+00,+1.468750E+00,+1.880750E+00
-12.500E-03,+2.287500E+00,+2.031250E+00,+2.412000E+00
-12.400E-03,+2.131250E+00,+2.468750E+00,+2.724500E+00
-12.300E-03,+1.818750E+00,+2.687500E+00,+2.818250E+00
-12.200E-03,+1.412500E+00,+2.687500E+00,+2.662000E+00
-12.100E-03,+1.068750E+00,+2.406250E+00,+2.193250E+00
-12.000E-03,+725.000E-03,+1.937500E+00,+1.662000E+00
-11.900E-03,+537.500E-03,+1.406250E+00,+1.005750E+00
-11.800E-03,+506.250E-03,+875.000E-03,+537.000E-03
-11.700E-03,+662.500E-03,+406.250E-03,+224.500E-03
-11.600E-03,+1.037500E+00,+187.500E-03,+162.000E-03
-11.500E-03,+1.443750E+00,+218.750E-03,+349.500E-03
-11.400E-03,+1.787500E+00,+500.000E-03,+755.750E-03
-11.300E-03,+2.131250E+00,+906.250E-03,+1.287000E+00
-11.200E-03,+2.318750E+00,+1.500000E+00,+1.912000E+00
-11.100E-03,+2.287500E+00,+2.062500E+00,+2.443250E+00
-11.000E-03,+2.037500E+00,+2.468750E+00,+2.724500E+00
-10.900E-03,+1.725000E+00,+2.687500E+00,+2.787000E+00
-10.800E-03,+1.318750E+00,+2.625000E+00,+2.537000E+00
-10.700E-03,+912.500E-03,+2.312500E+00,+2.099500E+00
-10.600E-03,+600.000E-03,+1.812500E+00,+1.474500E+00
-10.500E-03,+475.000E-03,+1.218750E+00,+849.500E-03
-10.400E-03,+600.000E-03,+687.500E-03,+349.500E-03
-10.300E-03,+881.250E-03,+281.250E-03,+162.000E-03
-10.200E-03,+1.256250E+00,+218.750E-03,+255.750E-03
-10.100E-03,+1.600000E+00,+281.250E-03,+505.750E-03
-10.000E-03,+2.037500E+00,+687.500E-03,+1.037000E+00
-9.900E-03,+2.287500E+00,+1.218750E+00,+1.568250E+00
-9.800E-03,+2.287500E+00,+1.812500E+00,+2.224500E+00
-9.700E-03,+2.162500E+00,+2.312500E+00,+2.630750E+00
-9.600E-03,+1.850000E+00,+2.656250E+00,+2.787000E+00
-9.500E-03,+1.412500E+00,+2.687500E+00,+2.630750E+00
-9.400E-03,+1.006250E+00,+2.500000E+00,+2.287000E+00
-9.300E-03,+662.500E-03,+2.031250E+00,+1.662000E+00
-9.200E-03,+506.250E-03,+1.468750E+00,+1.099500E+00
-9.100E-03,+537.500E-03,+875.000E-03,+505.750E-03
-9.000E-03,+818.750E-03,+375.000E-03,+162.000E-03
-8.900E-03,+1.193750E+00,+218.750E-03,+193.250E-03
-8.800E-03,+1.568750E+00,+281.250E-03,+474.500E-03
-8.700E-03,+2.037500E+00,+593.750E-03,+912.000E-03
-8.600E-03,+2.256250E+00,+1.125000E+00,+1.537000E+00
-8.500E-03,+2.287500E+00,+1.718750E+00,+2.099500E+00
-8.400E-03,+2.131250E+00,+2.250000E+00,+2.568250E+00
-8.300E-03,+1.818750E+00,+2.593750E+00,+2.787000E+00
-8.200E-03,+1.412500E+00,+2.656250E+00,+2.599500E+00
-8.100E-03,+943.750E-03,+2.468750E+00,+2.224500E+00
-8.000E-03,+662.500E-03,+1.968750E+00,+1.662000E+00
-7.900E-03,+506.250E-03,+1.437500E+00,+1.037000E+00
-7.800E-03,+600.000E-03,+812.500E-03,+474.500E-03
-7.700E-03,+881.250E-03,+375.000E-03,+224.500E-03
-7.600E-03,+1.256250E+00,+218.750E-03,+193.250E-03
-7.500E-03,+1.725000E+00,+343.750E-03,+505.750E-03
-7.400E-03,+2.131250E+00,+687.500E-03,+1.037000E+00
-7.300E-03,+2.256250E+00,+1.218750E+00,+1.693250E+00
-7.200E-03,+2.256250E+00,+1.812500E+00,+2.255750E+00
-7.100E-03,+2.037500E+00,+2.312500E+00,+2.630750E+00
-7.000E-03,+1.662500E+00,+2.625000E+00,+2.724500E+00
-6.900E-03,+1.193750E+00,+2.593750E+00,+2.505750E+00
-6.800E-03,+787.500E-03,+2.343750E+00,+2.099500E+00
-6.700E-03,+600.000E-03,+1.781250E+00,+1.412000E+00
-6.600E-03,+506.250E-03,+1.187500E+00,+787.000E-03
-6.500E-03,+725.000E-03,+656.250E-03,+349.500E-03
-6.400E-03,+1.100000E+00,+281.250E-03,+224.500E-03
-6.300E-03,+1.506250E+00,+250.000E-03,+349.500E-03
-6.200E-03,+1.943750E+00,+468.750E-03,+787.000E-03
-6.100E-03,+2.287500E+00,+937.500E-03,+1.380750E+00
-6.000E-03,+2.287500E+00,+1.562500E+00,+2.005750E+00
-5.900E-03,+2.100000E+00,+2.125000E+00,+2.474500E+00
-5.800E-03,+1.725000E+00,+2.468750E+00,+2.693250E+00
-5.700E-03,+1.318750E+00,+2.625000E+00,+2.630750E+00
-5.600E-03,+881.250E-03,+2.437500E+00,+2.224500E+00
-5.500E-03,+600.000E-03,+1.937500E+00,+1.662000E+00
-5.400E-03,+537.500E-03,+1.375000E+00,+974.500E-03
-5.300E-03,+662.500E-03,+812.500E-03,+474.500E-03
-5.200E-03,+1.068750E+00,+406.250E-03,+255.750E-03
-5.100E-03,+1.537500E+00,+250.000E-03,+318.250E-03
-5.000E-03,+1.943750E+00,+437.500E-03,+693.250E-03
-4.900E-03,+2.256250E+00,+843.750E-03,+1.287000E+00
-4.800E-03,+2.318750E+00,+1.437500E+00,+1.912000E+00
-4.700E-03,+2.162500E+00,+2.062500E+00,+2.380750E+00
-4.600E-03,+1.756250E+00,+2.437500E+00,+2.693250E+00
-4.500E-03,+1.287500E+00,+2.593750E+00,+2.568250E+00
-4.400E-03,+850.000E-03,+2.437500E+00,+2.255750E+00
-4.300E-03,+537.500E-03,+1.968750E+00,+1.630750E+00
-4.200E-03,+506.250E-03,+1.375000E+00,+1.005750E+00
-4.100E-03,+725.000E-03,+843.750E-03,+474.500E-03
-4.000E-03,+1.131250E+00,+406.250E-03,+287.000E-03
-3.900E-03,+1.568750E+00,+312.500E-03,+349.500E-03
-3.800E-03,+2.006250E+00,+500.000E-03,+755.750E-03
-3.700E-03,+2.287500E+00,+937.500E-03,+1.349500E+00
-3.600E-03,+2.287500E+00,+1.531250E+00,+1.974500E+00
-3.500E-03,+2.006250E+00,+2.093750E+00,+2.380750E+00
-3.400E-03,+1.600000E+00,+2.468750E+00,+2.662000E+00
-3.300E-03,+1.131250E+00,+2.562500E+00,+2.537000E+00
-3.200E-03,+725.000E-03,+2.312500E+00,+2.099500E+00
-3.100E-03,+568.750E-03,+1.812500E+00,+1.505750E+00
-3.000E-03,+568.750E-03,+1.250000E+00,+880.750E-03
-2.900E-03,+881.250E-03,+718.750E-03,+443.250E-03
-2.800E-03,+1.287500E+00,+375.000E-03,+255.750E-03
-2.700E-03,+1.787500E+00,+406.250E-03,+474.500E-03
-2.600E-03,+2.193750E+00,+656.250E-03,+974.500E-03
-2.500E-03,+2.256250E+00,+1.156250E+00,+1.537000E+00
-2.400E-03,+2.193750E+00,+1.750000E+00,+2.162000E+00
-2.300E-03,+1.850000E+00,+2.250000E+00,+2.568250E+00
-2.200E-03,+1.381250E+00,+2.500000E+00,+2.599500E+00
-2.100E-03,+912.500E-03,+2.437500E+00,+2.287000E+00
-2.000E-03,+568.750E-03,+2.093750E+00,+1.787000E+00
-1.900E-03,+506.250E-03,+1.562500E+00,+1.162000E+00
-1.800E-03,+756.250E-03,+968.750E-03,+630.750E-03
-1.700E-03,+1.162500E+00,+531.250E-03,+318.250E-03
-1.600E-03,+1.631250E+00,+343.750E-03,+443.250E-03
-1.500E-03,+2.068750E+00,+531.250E-03,+724.500E-03
-1.400E-03,+2.287500E+00,+937.500E-03,+1.349500E+00
-1.300E-03,+2.256250E+00,+1.531250E+00,+1.912000E+00
-1.200E-03,+1.912500E+00,+2.093750E+00,+2.380750E+00
-1.100E-03,+1.475000E+00,+2.406250E+00,+2.599500E+00
-1.000E-03,+943.750E-03,+2.468750E+00,+2.380750E+00
-900E-06,+631.250E-03,+2.187500E+00,+1.943250E+00
-800E-06,+506.250E-03,+1.687500E+00,+1.318250E+00
-700E-06,+662.500E-03,+1.093750E+00,+787.000E-03
-600E-06,+1.100000E+00,+625.000E-03,+412.000E-03
-500E-06,+1.600000E+00,+406.250E-03,+380.750E-03
-400E-06,+2.006250E+00,+531.250E-03,+693.250E-03
-300E-06,+2.287500E+00,+906.250E-03,+1.255750E+00
-200E-06,+2.225000E+00,+1.468750E+00,+1.880750E+00
-100E-06,+1.975000E+00,+1.968750E+00,+2.349500E+00
+0.0E+00,+1.443750E+00,+2.343750E+00,+2.537000E+00
+100E-06,+975.000E-03,+2.406250E+00,+2.380750E+00
+200E-06,+631.250E-03,+2.218750E+00,+1.943250E+00
+300E-06,+537.500E-03,+1.687500E+00,+1.349500E+00
+400E-06,+693.750E-03,+1.093750E+00,+787.000E-03
+500E-06,+1.131250E+00,+687.500E-03,+505.750E-03
+600E-06,+1.631250E+00,+468.750E-03,+443.250E-03
+700E-06,+2.100000E+00,+562.500E-03,+724.500E-03
+800E-06,+2.287500E+00,+937.500E-03,+1.287000E+00
+900E-06,+2.225000E+00,+1.500000E+00,+1.912000E+00
+1.000E-03,+1.881250E+00,+2.031250E+00,+2.318250E+00
+1.100E-03,+1.350000E+00,+2.343750E+00,+2.474500E+00
+1.200E-03,+912.500E-03,+2.343750E+00,+2.380750E+00
+1.300E-03,+568.750E-03,+2.093750E+00,+1.849500E+00
+1.400E-03,+537.500E-03,+1.562500E+00,+1.193250E+00
+1.500E-03,+787.500E-03,+1.031250E+00,+724.500E-03
+1.600E-03,+1.256250E+00,+625.000E-03,+443.250E-03
+1.700E-03,+1.787500E+00,+500.000E-03,+537.000E-03
+1.800E-03,+2.193750E+00,+687.500E-03,+912.000E-03
+1.900E-03,+2.287500E+00,+1.093750E+00,+1.443250E+00
+2.000E-03,+2.100000E+00,+1.687500E+00,+2.037000E+00
+2.100E-03,+1.662500E+00,+2.125000E+00,+2.380750E+00
+2.200E-03,+1.131250E+00,+2.343750E+00,+2.412000E+00
+2.300E-03,+725.000E-03,+2.281250E+00,+2.162000E+00
+2.400E-03,+537.500E-03,+1.875000E+00,+1.630750E+00
+2.500E-03,+662.500E-03,+1.375000E+00,+1.037000E+00
+2.600E-03,+1.006250E+00,+875.000E-03,+599.500E-03
+2.700E-03,+1.537500E+00,+531.250E-03,+474.500E-03
+2.800E-03,+2.037500E+00,+562.500E-03,+693.250E-03
+2.900E-03,+2.287500E+00,+875.000E-03,+1.193250E+00
+3.000E-03,+2.225000E+00,+1.375000E+00,+1.787000E+00
+3.100E-03,+1.912500E+00,+1.937500E+00,+2.193250E+00
+3.200E-03,+1.412500E+00,+2.250000E+00,+2.443250E+00
+3.300E-03,+881.250E-03,+2.281250E+00,+2.255750E+00
+3.400E-03,+568.750E-03,+2.093750E+00,+1.818250E+00
+3.500E-03,+537.500E-03,+1.593750E+00,+1.255750E+00
+3.600E-03,+850.000E-03,+1.031250E+00,+787.000E-03
+3.700E-03,+1.350000E+00,+656.250E-03,+505.750E-03
+3.800E-03,+1.881250E+00,+562.500E-03,+599.500E-03
+3.900E-03,+2.225000E+00,+750.000E-03,+1.005750E+00
+4.000E-03,+2.318750E+00,+1.187500E+00,+1.568250E+00
+4.100E-03,+1.975000E+00,+1.750000E+00,+2.068250E+00
+4.200E-03,+1.537500E+00,+2.156250E+00,+2.349500E+00
+4.300E-03,+1.006250E+00,+2.312500E+00,+2.380750E+00
+4.400E-03,+600.000E-03,+2.156250E+00,+1.974500E+00
+4.500E-03,+475.000E-03,+1.718750E+00,+1.412000E+00
+4.600E-03,+787.500E-03,+1.218750E+00,+912.000E-03
+4.700E-03,+1.287500E+00,+781.250E-03,+568.250E-03
+4.800E-03,+1.850000E+00,+562.500E-03,+599.500E-03
+4.900E-03,+2.162500E+00,+718.750E-03,+974.500E-03
+5.000E-03,+2.287500E+00,+1.093750E+00,+1.474500E+00
+5.100E-03,+2.068750E+00,+1.625000E+00,+2.005750E+00
+5.200E-03,+1.568750E+00,+2.031250E+00,+2.318250E+00
+5.300E-03,+1.037500E+00,+2.250000E+00,+2.318250E+00
+5.400E-03,+600.000E-03,+2.156250E+00,+2.005750E+00
+5.500E-03,+537.500E-03,+1.750000E+00,+1.474500E+00
+5.600E-03,+787.500E-03,+1.218750E+00,+943.250E-03
+5.700E-03,+1.256250E+00,+812.500E-03,+568.250E-03
+5.800E-03,+1.818750E+00,+593.750E-03,+599.500E-03
+5.900E-03,+2.225000E+00,+718.750E-03,+943.250E-03
+6.000E-03,+2.287500E+00,+1.125000E+00,+1.505750E+00
+6.100E-03,+2.037500E+00,+1.593750E+00,+2.005750E+00
+6.200E-03,+1.506250E+00,+2.062500E+00,+2.318250E+00
+6.300E-03,+943.750E-03,+2.250000E+00,+2.287000E+00
+6.400E-03,+568.750E-03,+2.125000E+00,+1.943250E+00
+6.500E-03,+537.500E-03,+1.750000E+00,+1.412000E+00
+6.600E-03,+818.750E-03,+1.218750E+00,+880.750E-03
+6.700E-03,+1.350000E+00,+781.250E-03,+630.750E-03
+6.800E-03,+1.881250E+00,+656.250E-03,+662.000E-03
+6.900E-03,+2.225000E+00,+812.500E-03,+1.037000E+00
+7.000E-03,+2.256250E+00,+1.218750E+00,+1.568250E+00
+7.100E-03,+1.912500E+00,+1.718750E+00,+2.068250E+00
+7.200E-03,+1.381250E+00,+2.125000E+00,+2.318250E+00
+7.300E-03,+850.000E-03,+2.250000E+00,+2.193250E+00
+7.400E-03,+506.250E-03,+2.031250E+00,+1.818250E+00
+7.500E-03,+600.000E-03,+1.562500E+00,+1.287000E+00
+7.600E-03,+975.000E-03,+1.093750E+00,+818.250E-03
+7.700E-03,+1.568750E+00,+750.000E-03,+630.750E-03
+7.800E-03,+2.068750E+00,+656.250E-03,+818.250E-03
+7.900E-03,+2.318750E+00,+937.500E-03,+1.193250E+00
+8.000E-03,+2.193750E+00,+1.375000E+00,+1.724500E+00
+8.100E-03,+1.725000E+00,+1.843750E+00,+2.162000E+00
+8.200E-03,+1.162500E+00,+2.125000E+00,+2.255750E+00
+8.300E-03,+693.750E-03,+2.156250E+00,+2.068250E+00
+8.400E-03,+537.500E-03,+1.875000E+00,+1.630750E+00
+8.500E-03,+725.000E-03,+1.375000E+00,+1.068250E+00
+8.600E-03,+1.225000E+00,+968.750E-03,+755.750E-03
+8.700E-03,+1.787500E+00,+687.500E-03,+662.000E-03
+8.800E-03,+2.162500E+00,+781.250E-03,+943.250E-03
+8.900E-03,+2.256250E+00,+1.093750E+00,+1.443250E+00
+9.000E-03,+1.943750E+00,+1.593750E+00,+1.912000E+00
+9.100E-03,+1.412500E+00,+2.000000E+00,+2.255750E+00
+9.200E-03,+912.500E-03,+2.156250E+00,+2.193250E+00
+9.300E-03,+506.250E-03,+2.000000E+00,+1.849500E+00
+9.400E-03,+631.250E-03,+1.593750E+00,+1.318250E+00
+9.500E-03,+1.006250E+00,+1.125000E+00,+912.000E-03
+9.600E-03,+1.568750E+00,+812.500E-03,+693.250E-03
+9.700E-03,+2.068750E+00,+750.000E-03,+818.250E-03
+9.800E-03,+2.287500E+00,+937.500E-03,+1.224500E+00
+9.900E-03,+2.131250E+00,+1.406250E+00,+1.755750E+00
+10.000E-03,+1.600000E+00,+1.875000E+00,+2.130750E+00
+10.100E-03,+1.037500E+00,+2.093750E+00,+2.193250E+00
+10.200E-03,+600.000E-03,+2.062500E+00,+1.974500E+00
+10.300E-03,+568.750E-03,+1.750000E+00,+1.505750E+00
+10.400E-03,+818.750E-03,+1.281250E+00,+1.005750E+00
+10.500E-03,+1.412500E+00,+906.250E-03,+755.750E-03
+10.600E-03,+1.975000E+00,+750.000E-03,+787.000E-03
+10.700E-03,+2.287500E+00,+906.250E-03,+1.130750E+00
+10.800E-03,+2.225000E+00,+1.250000E+00,+1.630750E+00
+10.900E-03,+1.756250E+00,+1.750000E+00,+2.005750E+00
+11.000E-03,+1.193750E+00,+2.093750E+00,+2.193250E+00
+11.100E-03,+693.750E-03,+2.062500E+00,+2.037000E+00
+11.200E-03,+537.500E-03,+1.812500E+00,+1.630750E+00
+11.300E-03,+756.250E-03,+1.406250E+00,+1.068250E+00
+11.400E-03,+1.287500E+00,+968.750E-03,+787.000E-03
+11.500E-03,+1.881250E+00,+750.000E-03,+755.750E-03
+11.600E-03,+2.225000E+00,+843.750E-03,+1.037000E+00
+11.700E-03,+2.225000E+00,+1.218750E+00,+1.537000E+00
+11.800E-03,+1.850000E+00,+1.625000E+00,+1.974500E+00
+11.900E-03,+1.256250E+00,+1.968750E+00,+2.193250E+00
+12.000E-03,+725.000E-03,+2.125000E+00,+2.037000E+00
+12.100E-03,+506.250E-03,+1.843750E+00,+1.662000E+00
+12.200E-03,+756.250E-03,+1.406250E+00,+1.193250E+00
+12.300E-03,+1.287500E+00,+1.000000E+00,+818.250E-03
+12.400E-03,+1.881250E+00,+781.250E-03,+755.750E-03
+12.500E-03,+2.225000E+00,+875.000E-03,+1.037000E+00
+12.600E-03,+2.256250E+00,+1.187500E+00,+1.505750E+00
+12.700E-03,+1.787500E+00,+1.687500E+00,+1.943250E+00
+12.800E-03,+1.193750E+00,+2.000000E+00,+2.162000E+00
+12.900E-03,+725.000E-03,+2.062500E+00,+2.037000E+00
+13.000E-03,+475.000E-03,+1.812500E+00,+1.599500E+00
+13.100E-03,+787.500E-03,+1.437500E+00,+1.162000E+00
+13.200E-03,+1.318750E+00,+1.000000E+00,+818.250E-03
+13.300E-03,+1.912500E+00,+812.500E-03,+787.000E-03
+13.400E-03,+2.256250E+00,+906.250E-03,+1.099500E+00
+13.500E-03,+2.225000E+00,+1.250000E+00,+1.537000E+00
+13.600E-03,+1.725000E+00,+1.656250E+00,+1.974500E+00
+13.700E-03,+1.131250E+00,+2.031250E+00,+2.162000E+00
+13.800E-03,+631.250E-03,+2.062500E+00,+1.974500E+00
+13.900E-03,+537.500E-03,+1.781250E+00,+1.568250E+00
+14.000E-03,+850.000E-03,+1.343750E+00,+1.130750E+00
+14.100E-03,+1.443750E+00,+968.750E-03,+818.250E-03
+14.200E-03,+2.037500E+00,+843.750E-03,+849.500E-03
+14.300E-03,+2.318750E+00,+968.750E-03,+1.224500E+00
+14.400E-03,+2.131250E+00,+1.375000E+00,+1.693250E+00
+14.500E-03,+1.600000E+00,+1.750000E+00,+2.005750E+00
+14.600E-03,+975.000E-03,+2.031250E+00,+2.130750E+00
+14.700E-03,+537.500E-03,+1.968750E+00,+1.849500E+00
+14.800E-03,+506.250E-03,+1.687500E+00,+1.412000E+00
+14.900E-03,+1.100000E+00,+1.250000E+00,+1.005750E+00
+15.000E-03,+1.662500E+00,+906.250E-03,+787.000E-03
+15.100E-03,+2.193750E+00,+875.000E-03,+974.500E-03
+15.200E-03,+2.318750E+00,+1.062500E+00,+1.349500E+00
+15.300E-03,+2.006250E+00,+1.468750E+00,+1.818250E+00
+15.400E-03,+1.381250E+00,+1.843750E+00,+2.068250E+00
+15.500E-03,+756.250E-03,+2.000000E+00,+2.037000E+00
+15.600E-03,+506.250E-03,+1.875000E+00,+1.755750E+00
+15.700E-03,+725.000E-03,+1.500000E+00,+1.255750E+00
+15.800E-03,+1.256250E+00,+1.093750E+00,+880.750E-03
+15.900E-03,+1.881250E+00,+875.000E-03,+849.500E-03
+16.000E-03,+2.256250E+00,+937.500E-03,+1.068250E+00
+16.100E-03,+2.193750E+00,+1.250000E+00,+1.568250E+00
+16.200E-03,+1.725000E+00,+1.625000E+00,+1.943250E+00
+16.300E-03,+1.100000E+00,+1.937500E+00,+2.130750E+00
+16.400E-03,+600.000E-03,+1.968750E+00,+1.912000E+00
+16.500E-03,+537.500E-03,+1.750000E+00,+1.537000E+00
+16.600E-03,+975.000E-03,+1.312500E+00,+1.037000E+00
+16.700E-03,+1.631250E+00,+968.750E-03,+818.250E-03
+16.800E-03,+2.162500E+00,+875.000E-03,+943.250E-03
+16.900E-03,+2.287500E+00,+1.031250E+00,+1.349500E+00
+17.000E-03,+1.943750E+00,+1.437500E+00,+1.755750E+00
+17.100E-03,+1.318750E+00,+1.843750E+00,+2.005750E+00
+17.200E-03,+818.750E-03,+1.968750E+00,+2.037000E+00
+17.300E-03,+506.250E-03,+1.843750E+00,+1.693250E+00
+17.400E-03,+725.000E-03,+1.468750E+00,+1.255750E+00
+17.500E-03,+1.318750E+00,+1.125000E+00,+880.750E-03
+17.600E-03,+1.943750E+00,+906.250E-03,+849.500E-03
+17.700E-03,+2.287500E+00,+968.750E-03,+1.130750E+00
+17.800E-03,+2.193750E+00,+1.281250E+00,+1.568250E+00
+17.900E-03,+1.631250E+00,+1.656250E+00,+1.974500E+00
+18.000E-03,+943.750E-03,+1.937500E+00,+2.005750E+00
+18.100E-03,+537.500E-03,+1.906250E+00,+1.849500E+00
+18.200E-03,+600.000E-03,+1.625000E+00,+1.412000E+00
+18.300E-03,+1.131250E+00,+1.218750E+00,+1.037000E+00
+18.400E-03,+1.756250E+00,+937.500E-03,+849.500E-03
+18.500E-03,+2.225000E+00,+937.500E-03,+1.037000E+00
+18.600E-03,+2.256250E+00,+1.218750E+00,+1.443250E+00
+18.700E-03,+1.756250E+00,+1.593750E+00,+1.912000E+00
+18.800E-03,+1.131250E+00,+1.906250E+00,+2.068250E+00
+18.900E-03,+568.750E-03,+1.937500E+00,+1.912000E+00
+19.000E-03,+537.500E-03,+1.656250E+00,+1.505750E+00
+19.100E-03,+1.006250E+00,+1.312500E+00,+1.099500E+00
+19.200E-03,+1.693750E+00,+1.000000E+00,+912.000E-03
+19.300E-03,+2.193750E+00,+937.500E-03,+1.005750E+00
+19.400E-03,+2.287500E+00,+1.093750E+00,+1.412000E+00
+19.500E-03,+1.881250E+00,+1.531250E+00,+1.818250E+00
+19.600E-03,+1.256250E+00,+1.843750E+00,+2.005750E+00
+19.700E-03,+662.500E-03,+1.968750E+00,+1.943250E+00
+19.800E-03,+506.250E-03,+1.750000E+00,+1.568250E+00
+19.900E-03,+881.250E-03,+1.375000E+00,+1.130750E+00
+20.000E-03,+1.537500E+00,+1.031250E+00,+912.000E-03
+20.100E-03,+2.131250E+00,+968.750E-03,+974.500E-03
+20.200E-03,+2.318750E+00,+1.093750E+00,+1.287000E+00
+20.300E-03,+1.943750E+00,+1.406250E+00,+1.755750E+00
+20.400E-03,+1.287500E+00,+1.781250E+00,+2.005750E+00
+20.500E-03,+725.000E-03,+1.937500E+00,+2.005750E+00
+20.600E-03,+537.500E-03,+1.812500E+00,+1.599500E+00
+20.700E-03,+912.500E-03,+1.437500E+00,+1.193250E+00
+20.800E-03,+1.537500E+00,+1.062500E+00,+912.000E-03
+20.900E-03,+2.100000E+00,+968.750E-03,+974.500E-03
+21.000E-03,+2.287500E+00,+1.093750E+00,+1.287000E+00
+21.100E-03,+1.943750E+00,+1.437500E+00,+1.724500E+00
+21.200E-03,+1.287500E+00,+1.781250E+00,+1.974500E+00
+21.300E-03,+662.500E-03,+1.906250E+00,+1.912000E+00
+21.400E-03,+537.500E-03,+1.781250E+00,+1.568250E+00
+21.500E-03,+912.500E-03,+1.375000E+00,+1.193250E+00
+21.600E-03,+1.537500E+00,+1.093750E+00,+912.000E-03
+21.700E-03,+2.100000E+00,+968.750E-03,+1.037000E+00
+21.800E-03,+2.318750E+00,+1.125000E+00,+1.380750E+00
+21.900E-03,+1.912500E+00,+1.468750E+00,+1.787000E+00
+22.000E-03,+1.256250E+00,+1.781250E+00,+1.974500E+00
+22.100E-03,+662.500E-03,+1.906250E+00,+1.943250E+00
+22.200E-03,+506.250E-03,+1.718750E+00,+1.568250E+00
+22.300E-03,+943.750E-03,+1.375000E+00,+1.130750E+00
+22.400E-03,+1.662500E+00,+1.093750E+00,+943.250E-03
+22.500E-03,+2.162500E+00,+968.750E-03,+1.068250E+00
+22.600E-03,+2.287500E+00,+1.156250E+00,+1.380750E+00
+22.700E-03,+1.787500E+00,+1.531250E+00,+1.818250E+00
+22.800E-03,+1.131250E+00,+1.812500E+00,+1.974500E+00
+22.900E-03,+600.000E-03,+1.875000E+00,+1.849500E+00
+23.000E-03,+600.000E-03,+1.656250E+00,+1.505750E+00
+23.100E-03,+1.100000E+00,+1.312500E+00,+1.099500E+00
+23.200E-03,+1.725000E+00,+1.031250E+00,+974.500E-03
+23.300E-03,+2.256250E+00,+1.000000E+00,+1.099500E+00
+23.400E-03,+2.193750E+00,+1.250000E+00,+1.474500E+00
+23.500E-03,+1.662500E+00,+1.593750E+00,+1.818250E+00
+23.600E-03,+975.000E-03,+1.843750E+00,+1.974500E+00
+23.700E-03,+537.500E-03,+1.843750E+00,+1.755750E+00
+23.800E-03,+662.500E-03,+1.562500E+00,+1.349500E+00
+23.900E-03,+1.225000E+00,+1.250000E+00,+1.005750E+00
+24.000E-03,+1.943750E+00,+1.000000E+00,+974.500E-03
+24.100E-03,+2.318750E+00,+1.062500E+00,+1.193250E+00
+24.200E-03,+2.068750E+00,+1.343750E+00,+1.599500E+00
+24.300E-03,+1.475000E+00,+1.687500E+00,+1.912000E+00
+24.400E-03,+787.500E-03,+1.843750E+00,+1.943250E+00
